PassengerId,Pclass,Name,Sex,Age,SibSp,Parch,Fare,Embarked,Survived,Cabin
269.0,1.0,"Graham, Mrs. William Thompson (Edith Junkins)",female,58.0,0.0,1.0,153.4625,S,1.0,C125
270.0,1.0,"Bissette, Miss. Amelia",female,35.0,0.0,0.0,135.6333,S,1.0,C99
271.0,1.0,"Cairns, Mr. Alexander",male,,0.0,0.0,31.0,S,0.0,
272.0,3.0,"Tornquist, Mr. William Henry",male,25.0,0.0,0.0,0.0,S,1.0,
273.0,2.0,"Mellinger, Mrs. (Elizabeth Anne Maidment)",female,41.0,0.0,1.0,19.5,S,1.0,
274.0,1.0,"Natsch, Mr. Charles H",male,37.0,0.0,1.0,29.7,C,0.0,C118
275.0,3.0,"Healy, Miss. Hanora ""Nora""",female,,0.0,0.0,7.75,Q,1.0,
276.0,1.0,"Andrews, Miss. Kornelia Theodosia",female,63.0,1.0,0.0,77.9583,S,1.0,D7
277.0,3.0,"Lindblom, Miss. Augusta Charlotta",female,45.0,0.0,0.0,7.75,S,0.0,
278.0,2.0,"Parkes, Mr. Francis ""Frank""",male,,0.0,0.0,0.0,S,0.0,
279.0,3.0,"Rice, Master. Eric",male,7.0,4.0,1.0,29.125,Q,0.0,
280.0,3.0,"Abbott, Mrs. Stanton (Rosa Hunt)",female,35.0,1.0,1.0,20.25,S,1.0,
281.0,3.0,"Duane, Mr. Frank",male,65.0,0.0,0.0,7.75,Q,0.0,
282.0,3.0,"Olsson, Mr. Nils Johan Goransson",male,28.0,0.0,0.0,7.8542,S,0.0,
283.0,3.0,"de Pelsmaeker, Mr. Alfons",male,16.0,0.0,0.0,9.5,S,0.0,
284.0,3.0,"Dorking, Mr. Edward Arthur",male,19.0,0.0,0.0,8.05,S,1.0,
285.0,1.0,"Smith, Mr. Richard William",male,,0.0,0.0,26.0,S,0.0,A19
286.0,3.0,"Stankovic, Mr. Ivan",male,33.0,0.0,0.0,8.6625,C,0.0,
287.0,,"de Mulder, Mr. Theodore",male,30.0,0.0,0.0,9.5,S,1.0,
288.0,3.0,"Naidenoff, Mr. Penko",male,22.0,0.0,0.0,7.8958,S,0.0,
289.0,2.0,"Hosono, Mr. Masabumi",male,42.0,0.0,0.0,13.0,S,1.0,
290.0,3.0,"Connolly, Miss. Kate",female,22.0,0.0,0.0,7.75,Q,1.0,
291.0,1.0,"Barber, Miss. Ellen ""Nellie""",female,26.0,0.0,0.0,78.85,S,1.0,
292.0,1.0,"Bishop, Mrs. Dickinson H (Helen Walton)",female,19.0,1.0,0.0,91.0792,C,1.0,B49
293.0,2.0,"Levy, Mr. Rene Jacques",male,36.0,0.0,0.0,12.875,C,0.0,D
294.0,3.0,"Haas, Miss. Aloisia",female,24.0,0.0,0.0,8.85,S,0.0,
295.0,3.0,,male,24.0,0.0,0.0,7.8958,S,0.0,
296.0,1.0,"Lewy, Mr. Ervin G",male,,0.0,0.0,27.7208,C,0.0,
297.0,3.0,"Hanna, Mr. Mansour",male,23.5,0.0,0.0,7.2292,C,0.0,
,1.0,"Allison, Miss. Helen Loraine",female,2.0,1.0,2.0,151.55,S,0.0,C22 C26
299.0,1.0,"Saalfeld, Mr. Adolphe",male,,0.0,0.0,30.5,S,1.0,C106
300.0,1.0,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",female,50.0,0.0,1.0,247.5208,C,1.0,B58 B60
301.0,3.0,"Kelly, Miss. Anna Katherine ""Annie Kate""",female,,0.0,0.0,7.75,Q,1.0,
302.0,3.0,"McCoy, Mr. Bernard",male,,2.0,0.0,23.25,Q,1.0,
303.0,3.0,"Johnson, Mr. William Cahoone Jr",male,19.0,0.0,0.0,0.0,S,0.0,
304.0,2.0,"Keane, Miss. Nora A",female,,0.0,0.0,12.35,Q,1.0,E101
305.0,3.0,"Williams, Mr. Howard Hugh ""Harry""",male,,0.0,0.0,8.05,S,0.0,
306.0,1.0,"Allison, Master. Hudson Trevor",male,0.92,1.0,2.0,151.55,S,1.0,C22 C26
307.0,1.0,"Fleming, Miss. Margaret",female,,0.0,0.0,110.8833,C,1.0,
308.0,1.0,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",female,17.0,1.0,0.0,108.9,C,1.0,C65
309.0,2.0,"Abelson, Mr. Samuel",male,30.0,1.0,0.0,24.0,C,0.0,
310.0,1.0,"Francatelli, Miss. Laura Mabel",female,,0.0,0.0,56.9292,C,1.0,E36
311.0,1.0,"Hays, Miss. Margaret Bechstein",female,24.0,0.0,0.0,83.1583,C,1.0,C54
312.0,1.0,"Ryerson, Miss. Emily Borie",female,18.0,2.0,2.0,262.375,C,1.0,B57 B59 B63 B66
313.0,2.0,"Lahtinen, Mrs. William (Anna Sylfven)",female,26.0,1.0,1.0,26.0,S,0.0,
314.0,3.0,"Hendekovic, Mr. Ignjac",male,28.0,0.0,0.0,7.8958,S,0.0,
315.0,2.0,"Hart, Mr. Benjamin",male,43.0,1.0,1.0,26.25,S,0.0,
316.0,3.0,"Nilsson, Miss. Helmina Josefina",female,26.0,0.0,0.0,7.8542,S,1.0,
317.0,2.0,"Kantor, Mrs. Sinai (Miriam Sternin)",female,24.0,1.0,0.0,26.0,S,1.0,
318.0,2.0,"Moraweck, Dr. Ernest",male,54.0,0.0,0.0,14.0,S,0.0,
319.0,1.0,"Wick, Miss. Mary Natalie",female,31.0,0.0,2.0,164.8667,S,1.0,C7
320.0,1.0,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",female,40.0,1.0,1.0,134.5,C,1.0,E34
321.0,3.0,"Dennis, Mr. Samuel",male,22.0,0.0,0.0,7.25,S,0.0,
322.0,3.0,"Danoff, Mr. Yoto",male,27.0,0.0,0.0,7.8958,S,0.0,
323.0,2.0,"Slayter, Miss. Hilda Mary",female,30.0,0.0,0.0,12.35,Q,1.0,
324.0,2.0,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",female,22.0,1.0,1.0,29.0,S,1.0,
325.0,3.0,"Sage, Mr. George John Jr",male,,,2.0,69.55,S,0.0,
326.0,1.0,"Young, Miss. Marie Grice",female,36.0,0.0,0.0,135.6333,C,1.0,C32
327.0,3.0,"Nysveen, Mr. Johan Hansen",male,61.0,0.0,0.0,6.2375,S,0.0,
328.0,2.0,"Ball, Mrs. (Ada E Hall)",female,36.0,0.0,0.0,13.0,S,1.0,D
329.0,3.0,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,31.0,1.0,1.0,20.525,S,1.0,
330.0,1.0,"Hippach, Miss. Jean Gertrude",female,16.0,0.0,1.0,57.9792,C,1.0,B18
331.0,3.0,"McCoy, Miss. Agnes",female,,2.0,0.0,23.25,Q,1.0,
332.0,1.0,"Partner, Mr. Austen",male,45.5,0.0,0.0,28.5,S,0.0,C124
333.0,1.0,"Graham, Mr. George Edward",male,38.0,0.0,1.0,153.4625,S,0.0,C91
334.0,3.0,"Vander Planke, Mr. Leo Edmondus",male,16.0,2.0,0.0,18.0,S,0.0,
335.0,1.0,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",female,,1.0,0.0,133.65,S,1.0,
336.0,3.0,"Denkoff, Mr. Mitto",male,,0.0,0.0,7.8958,S,0.0,
337.0,1.0,"Pears, Mr. Thomas Clinton",male,29.0,1.0,0.0,66.6,S,0.0,C2
338.0,1.0,"Burns, Miss. Elizabeth Margaret",female,41.0,0.0,0.0,134.5,C,1.0,E40
339.0,3.0,"Dahl, Mr. Karl Edwart",male,45.0,0.0,0.0,8.05,S,1.0,
340.0,1.0,"Blackwell, Mr. Stephen Weart",male,45.0,0.0,0.0,35.5,S,0.0,T
341.0,2.0,"Navratil, Master. Edmond Roger",male,2.0,1.0,1.0,26.0,S,1.0,F2
342.0,1.0,"Fortune, Miss. Alice Elizabeth",female,24.0,3.0,2.0,263.0,S,1.0,C23 C25 C27
343.0,2.0,"Collander, Mr. Erik Gustaf",male,28.0,0.0,0.0,13.0,S,0.0,
344.0,2.0,"Sedgwick, Mr. Charles Frederick Waddington",male,25.0,0.0,0.0,13.0,S,0.0,
345.0,2.0,"Fox, Mr. Stanley Hubert",male,36.0,0.0,0.0,13.0,S,0.0,
346.0,2.0,"Brown, Miss. Amelia ""Mildred""",female,24.0,0.0,0.0,13.0,S,1.0,F33
347.0,2.0,"Smith, Miss. Marion Elsie",female,40.0,0.0,0.0,13.0,S,1.0,
348.0,3.0,"Davison, Mrs. Thomas Henry (Mary E Finck)",female,,1.0,0.0,16.1,S,1.0,
349.0,3.0,"Coutts, Master. William Loch ""William""",male,3.0,1.0,1.0,15.9,S,1.0,
350.0,3.0,"Dimic, Mr. Jovan",male,42.0,0.0,0.0,8.6625,S,0.0,
351.0,3.0,"Odahl, Mr. Nils Martin",male,23.0,0.0,0.0,9.225,S,0.0,
352.0,1.0,"Williams-Lambert, Mr. Fletcher Fellows",male,,0.0,0.0,35.0,S,0.0,C128
353.0,3.0,"Elias, Mr. Tannous",male,15.0,1.0,1.0,7.2292,C,0.0,
354.0,3.0,"Arnold-Franchi, Mr. Josef",male,25.0,1.0,0.0,17.8,S,0.0,
355.0,3.0,"Yousif, Mr. Wazli",male,,0.0,0.0,7.225,C,0.0,
356.0,3.0,"Vanden Steen, Mr. Leo Peter",male,28.0,0.0,0.0,9.5,S,0.0,
357.0,1.0,"Bowerman, Miss. Elsie Edith",female,22.0,0.0,1.0,55.0,S,1.0,E33
358.0,2.0,"Funk, Miss. Annie Clemmer",female,38.0,0.0,0.0,13.0,S,0.0,
359.0,3.0,"McGovern, Miss. Mary",female,,0.0,0.0,7.8792,Q,,
360.0,3.0,"Mockler, Miss. Helen Mary ""Ellie""",female,,0.0,0.0,7.8792,Q,1.0,
361.0,3.0,"Skoog, Mr. Wilhelm",male,40.0,1.0,4.0,27.9,S,0.0,
362.0,2.0,"del Carlo, Mr. Sebastiano",male,29.0,1.0,0.0,27.7208,C,0.0,
363.0,3.0,"Barbara, Mrs. (Catherine David)",female,45.0,0.0,1.0,14.4542,C,0.0,
364.0,3.0,"Asim, Mr. Adola",male,35.0,0.0,0.0,7.05,S,0.0,
365.0,3.0,"O'Brien, Mr. Thomas",male,,1.0,0.0,15.5,Q,0.0,
366.0,3.0,"Adahl, Mr. Mauritz Nils Martin",male,30.0,0.0,0.0,7.25,S,0.0,
367.0,1.0,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",,60.0,1.0,0.0,75.25,C,1.0,D37
368.0,3.0,"Moussa, Mrs. (Mantoura Boulos)",female,,0.0,0.0,7.2292,C,1.0,
369.0,3.0,"Jermyn, Miss. Annie",female,,0.0,0.0,7.75,Q,1.0,
370.0,1.0,"Aubart, Mme. Leontine Pauline",female,24.0,0.0,0.0,69.3,C,1.0,B35
371.0,1.0,"Harder, Mr. George Achilles",male,25.0,1.0,0.0,55.4417,C,1.0,E50
372.0,3.0,"Wiklund, Mr. Jakob Alfred",male,18.0,1.0,0.0,6.4958,S,0.0,
373.0,3.0,"Beavan, Mr. William Thomas",male,19.0,0.0,0.0,8.05,,0.0,
374.0,1.0,"Ringhini, Mr. Sante",male,22.0,0.0,0.0,135.6333,C,0.0,
375.0,3.0,"Palsson, Miss. Stina Viola",female,3.0,3.0,1.0,21.075,S,0.0,
376.0,1.0,"Meyer, Mrs. Edgar Joseph (Leila Saks)",female,,1.0,0.0,82.1708,C,1.0,
377.0,3.0,"Landergren, Miss. Aurora Adelia",female,22.0,0.0,0.0,7.25,S,1.0,
378.0,1.0,"Widener, Mr. Harry Elkins",male,27.0,0.0,2.0,211.5,C,0.0,C82
379.0,3.0,"Betros, Mr. Tannous",male,20.0,0.0,0.0,4.0125,C,0.0,
380.0,3.0,"Gustafsson, Mr. Karl Gideon",male,19.0,0.0,0.0,7.775,S,0.0,
381.0,1.0,"Bidois, Miss. Rosalie",female,42.0,0.0,0.0,227.525,C,1.0,
382.0,3.0,"Nakid, Miss. Maria (""Mary"")",female,1.0,0.0,2.0,15.7417,C,1.0,
383.0,3.0,"Tikkanen, Mr. Juho",male,32.0,0.0,0.0,7.925,S,0.0,
384.0,1.0,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",female,35.0,1.0,0.0,52.0,S,1.0,
385.0,3.0,"Plotcharsky, Mr. Vasil",male,,0.0,0.0,7.8958,S,0.0,
386.0,2.0,"Davies, Mr. Charles Henry",male,18.0,0.0,0.0,73.5,S,,
387.0,3.0,"Goodwin, Master. Sidney Leonard",male,1.0,5.0,2.0,,S,0.0,
388.0,2.0,"Buss, Miss. Kate",female,36.0,0.0,0.0,13.0,,1.0,
389.0,3.0,"Sadlier, Mr. Matthew",male,,0.0,0.0,7.7292,Q,0.0,
390.0,2.0,"Lehmann, Miss. Bertha",female,17.0,0.0,0.0,12.0,C,1.0,
391.0,1.0,"Carter, Mr. William Ernest",male,36.0,1.0,2.0,120.0,S,1.0,B96 B98
392.0,3.0,"Jansson, Mr. Carl Olof",male,21.0,0.0,0.0,,S,1.0,
393.0,3.0,"Gustafsson, Mr. Johan Birger",male,28.0,2.0,0.0,7.925,S,0.0,
394.0,1.0,"Newell, Miss. Marjorie",female,23.0,1.0,0.0,113.275,C,1.0,D36
395.0,3.0,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,24.0,0.0,2.0,16.7,S,1.0,G6
396.0,3.0,"Johansson, Mr. Erik",male,22.0,0.0,0.0,7.7958,S,0.0,
397.0,3.0,"Olsson, Miss. Elina",female,31.0,0.0,0.0,7.8542,S,0.0,
398.0,2.0,"McKane, Mr. Peter David",male,46.0,0.0,0.0,26.0,S,,
399.0,2.0,"Pain, Dr. Alfred",male,23.0,0.0,0.0,10.5,S,0.0,
400.0,2.0,"Trout, Mrs. William H (Jessie L)",female,28.0,0.0,0.0,12.65,S,1.0,
401.0,3.0,"Niskanen, Mr. Juha",male,39.0,0.0,0.0,7.925,S,1.0,
402.0,3.0,,male,26.0,0.0,0.0,8.05,S,0.0,
403.0,3.0,"Jussila, Miss. Mari Aina",female,21.0,1.0,0.0,9.825,S,0.0,
404.0,3.0,"Hakkarainen, Mr. Pekka Pietari",male,28.0,1.0,0.0,15.85,S,0.0,
405.0,3.0,"Oreskovic, Miss. Marija",female,20.0,0.0,0.0,8.6625,S,0.0,
406.0,2.0,"Gale, Mr. Shadrach",male,34.0,1.0,0.0,21.0,S,0.0,
407.0,3.0,"Widegren, Mr. Carl/Charles Peter",male,51.0,0.0,0.0,7.75,S,0.0,
408.0,2.0,"Richards, Master. William Rowe",male,3.0,1.0,1.0,18.75,S,1.0,
409.0,3.0,"Birkeland, Mr. Hans Martin Monsen",male,21.0,0.0,0.0,7.775,S,0.0,
410.0,3.0,"Lefebre, Miss. Ida",female,,3.0,1.0,25.4667,S,0.0,
411.0,3.0,"Sdycoff, Mr. Todor",male,,0.0,0.0,7.8958,S,0.0,
412.0,3.0,"Hart, Mr. Henry",male,,0.0,0.0,6.8583,Q,0.0,
413.0,,"Minahan, Miss. Daisy E",female,33.0,1.0,0.0,90.0,Q,1.0,C78
414.0,2.0,"Cunningham, Mr. Alfred Fleming",male,,0.0,0.0,0.0,S,0.0,
415.0,3.0,"Sundman, Mr. Johan Julian",male,44.0,0.0,0.0,7.925,S,1.0,
416.0,3.0,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,,0.0,0.0,8.05,S,0.0,
417.0,2.0,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,34.0,1.0,1.0,32.5,S,1.0,
418.0,2.0,"Silven, Miss. Lyyli Karoliina",female,18.0,0.0,2.0,13.0,S,1.0,
419.0,2.0,"Matthews, Mr. William John",male,30.0,0.0,0.0,13.0,S,0.0,
420.0,3.0,"Van Impe, Miss. Catharina",female,10.0,0.0,2.0,24.15,S,0.0,
421.0,3.0,"Gheorgheff, Mr. Stanio",male,,0.0,0.0,,C,0.0,
422.0,3.0,"Charters, Mr. David",male,21.0,0.0,0.0,7.7333,Q,0.0,
423.0,3.0,"Zimmerman, Mr. Leo",male,29.0,0.0,0.0,7.875,S,0.0,
424.0,3.0,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28.0,1.0,1.0,14.4,S,0.0,
425.0,3.0,"Rosblom, Mr. Viktor Richard",male,18.0,1.0,1.0,20.2125,S,0.0,
426.0,3.0,"Wiseman, Mr. Phillippe",male,,0.0,0.0,7.25,S,0.0,
427.0,2.0,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,28.0,1.0,0.0,26.0,S,1.0,
428.0,2.0,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19.0,0.0,0.0,26.0,S,1.0,
429.0,3.0,"Flynn, Mr. James",male,,0.0,0.0,7.75,Q,0.0,
430.0,3.0,"Pickard, Mr. Berk (Berk Trembisky)",male,32.0,0.0,0.0,8.05,S,1.0,E10
431.0,1.0,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",male,28.0,0.0,0.0,26.55,S,1.0,C52
432.0,3.0,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,,1.0,0.0,16.1,S,1.0,
433.0,2.0,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,42.0,1.0,0.0,26.0,S,1.0,
434.0,3.0,"Kallio, Mr. Nikolai Erland",male,17.0,0.0,0.0,7.125,S,0.0,
435.0,1.0,"Silvey, Mr. William Baird",male,50.0,1.0,0.0,55.9,S,0.0,E44
436.0,1.0,"Carter, Miss. Lucile Polk",female,14.0,1.0,2.0,120.0,S,1.0,B96 B98
437.0,3.0,"Ford, Miss. Doolina Margaret ""Daisy""",female,21.0,2.0,2.0,34.375,S,0.0,
438.0,2.0,"Richards, Mrs. Sidney (Emily Hocking)",female,24.0,2.0,3.0,18.75,S,1.0,
439.0,1.0,"Fortune, Mr. Mark",male,64.0,1.0,4.0,263.0,S,0.0,C23 C25 C27
440.0,2.0,"Kvillner, Mr. Johan Henrik Johannesson",male,31.0,0.0,0.0,10.5,S,0.0,
441.0,2.0,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,45.0,1.0,1.0,26.25,S,1.0,
442.0,3.0,"Hampe, Mr. Leon",male,,0.0,0.0,9.5,S,0.0,
443.0,3.0,"Petterson, Mr. Johan Emil",male,25.0,1.0,0.0,7.775,S,0.0,
,2.0,"Reynaldo, Ms. Encarnacion",female,28.0,0.0,0.0,,S,1.0,
445.0,3.0,"Johannesen-Bratthammer, Mr. Bernt",male,,0.0,0.0,8.1125,S,1.0,
446.0,1.0,"Dodge, Master. Washington",male,,0.0,2.0,81.8583,S,1.0,A34
447.0,2.0,"Mellinger, Miss. Madeleine Violet",female,13.0,0.0,1.0,19.5,S,1.0,
448.0,1.0,"Seward, Mr. Frederic Kimber",male,34.0,0.0,0.0,26.55,S,1.0,
449.0,3.0,"Baclini, Miss. Marie Catherine",female,5.0,2.0,1.0,19.2583,C,1.0,
450.0,1.0,"Peuchen, Major. Arthur Godfrey",male,52.0,0.0,0.0,30.5,,1.0,C104
451.0,2.0,"West, Mr. Edwy Arthur",male,36.0,1.0,,27.75,S,0.0,
452.0,3.0,"Hagland, Mr. Ingvald Olai Olsen",male,,1.0,0.0,19.9667,S,0.0,
453.0,1.0,"Foreman, Mr. Benjamin Laventall",male,30.0,0.0,0.0,27.75,C,0.0,C111
454.0,1.0,"Goldenberg, Mr. Samuel L",male,49.0,1.0,0.0,89.1042,C,1.0,C92
455.0,3.0,"Peduzzi, Mr. Joseph",male,,0.0,0.0,8.05,S,0.0,
456.0,3.0,"Jalsevac, Mr. Ivan",male,29.0,0.0,0.0,7.8958,C,1.0,
457.0,1.0,"Millet, Mr. Francis Davis",male,65.0,0.0,0.0,26.55,S,0.0,E38
458.0,,"Kenyon, Mrs. Frederick R (Marion)",female,,1.0,0.0,51.8625,S,1.0,D21
459.0,2.0,"Toomey, Miss. Ellen",female,50.0,0.0,0.0,10.5,S,1.0,
460.0,3.0,"O'Connor, Mr. Maurice",male,,0.0,0.0,7.75,Q,0.0,
461.0,1.0,"Anderson, Mr. Harry",male,48.0,0.0,0.0,26.55,S,1.0,E12
462.0,3.0,"Morley, Mr. William",male,34.0,0.0,0.0,8.05,S,0.0,
463.0,1.0,"Gee, Mr. Arthur H",male,47.0,0.0,0.0,38.5,S,0.0,E63
464.0,2.0,"Milling, Mr. Jacob Christian",male,48.0,0.0,0.0,13.0,S,0.0,
465.0,3.0,"Maisner, Mr. Simon",male,,0.0,0.0,8.05,S,0.0,
466.0,3.0,"Goncalves, Mr. Manuel Estanslas",male,38.0,0.0,0.0,7.05,S,0.0,
467.0,2.0,"Campbell, Mr. William",male,,0.0,0.0,0.0,S,0.0,
468.0,1.0,"Smart, Mr. John Montgomery",male,56.0,0.0,0.0,26.55,S,0.0,
469.0,3.0,"Scanlan, Mr. James",male,,0.0,0.0,7.725,Q,0.0,
470.0,3.0,"Baclini, Miss. Helene Barbara",female,0.75,2.0,1.0,19.2583,C,1.0,
471.0,3.0,"Keefe, Mr. Arthur",male,,0.0,0.0,7.25,S,0.0,
472.0,3.0,"Cacic, Mr. Luka",male,38.0,0.0,0.0,8.6625,S,0.0,
473.0,2.0,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,33.0,1.0,2.0,27.75,S,1.0,
474.0,2.0,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23.0,0.0,0.0,13.7917,C,1.0,D
475.0,3.0,"Strandberg, Miss. Ida Sofia",female,22.0,0.0,0.0,9.8375,S,0.0,
476.0,1.0,"Clifford, Mr. George Quincy",male,,0.0,0.0,52.0,S,0.0,A14
477.0,2.0,"Renouf, Mr. Peter Henry",male,34.0,1.0,0.0,21.0,S,0.0,
478.0,3.0,"Braund, Mr. Lewis Richard",male,29.0,1.0,0.0,7.0458,S,0.0,
479.0,3.0,"Karlsson, Mr. Nils August",male,22.0,0.0,0.0,7.5208,S,0.0,
480.0,3.0,"Hirvonen, Miss. Hildur E",female,2.0,0.0,1.0,12.2875,S,1.0,
481.0,3.0,"Goodwin, Master. Harold Victor",male,9.0,5.0,2.0,46.9,S,0.0,
482.0,2.0,"Frost, Mr. Anthony Wood ""Archie""",male,,0.0,0.0,0.0,S,0.0,
483.0,3.0,"Rouse, Mr. Richard Henry",male,50.0,0.0,0.0,8.05,S,0.0,
484.0,3.0,"Turkula, Mrs. (Hedwig)",female,63.0,0.0,0.0,9.5875,S,1.0,
485.0,1.0,"Bishop, Mr. Dickinson H",male,25.0,1.0,0.0,91.0792,C,1.0,B49
486.0,3.0,"Lefebre, Miss. Jeannie",female,,3.0,1.0,25.4667,S,0.0,
487.0,,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,35.0,1.0,0.0,90.0,S,1.0,C93
488.0,1.0,"Kent, Mr. Edward Austin",male,58.0,0.0,0.0,29.7,C,0.0,B37
489.0,3.0,"Somerton, Mr. Francis William",male,30.0,0.0,0.0,8.05,S,0.0,
490.0,3.0,"Coutts, Master. Eden Leslie ""Neville""",male,9.0,1.0,1.0,15.9,S,1.0,
491.0,3.0,"Hagland, Mr. Konrad Mathias Reiersen",male,,1.0,0.0,19.9667,S,0.0,
492.0,3.0,"Windelov, Mr. Einar",male,21.0,0.0,0.0,7.25,S,0.0,
493.0,1.0,"Molson, Mr. Harry Markland",male,55.0,0.0,0.0,30.5,S,0.0,C30
494.0,1.0,"Artagaveytia, Mr. Ramon",male,71.0,0.0,0.0,49.5042,C,0.0,
495.0,3.0,"Stanley, Mr. Edward Roland",male,21.0,0.0,0.0,8.05,S,0.0,
496.0,3.0,"Yousseff, Mr. Gerious",male,,,0.0,14.4583,C,0.0,
497.0,1.0,"Eustis, Miss. Elizabeth Mussey",female,54.0,1.0,0.0,78.2667,C,1.0,D20
498.0,3.0,"Shellard, Mr. Frederick William",male,,0.0,0.0,15.1,S,0.0,
499.0,1.0,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",female,25.0,1.0,2.0,151.55,S,0.0,C22 C26
500.0,3.0,"Svensson, Mr. Olof",male,24.0,0.0,0.0,7.7958,S,0.0,
501.0,3.0,"Calic, Mr. Petar",male,17.0,0.0,0.0,8.6625,S,0.0,
502.0,3.0,"Canavan, Miss. Mary",female,21.0,0.0,0.0,7.75,Q,0.0,
503.0,3.0,"O'Sullivan, Miss. Bridget Mary",female,,0.0,0.0,,Q,0.0,
504.0,3.0,"Laitinen, Miss. Kristina Sofia",female,37.0,0.0,,9.5875,S,0.0,
505.0,1.0,"Maioni, Miss. Roberta",female,16.0,0.0,0.0,86.5,S,1.0,B79
506.0,1.0,"Penasco y Castellana, Mr. Victor de Satode",male,18.0,1.0,0.0,108.9,C,0.0,C65
507.0,2.0,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33.0,0.0,2.0,26.0,S,1.0,
508.0,1.0,"Bradley, Mr. George (""George Arthur Brayton"")",male,,0.0,0.0,26.55,S,1.0,
509.0,3.0,"Olsen, Mr. Henry Margido",male,28.0,0.0,0.0,22.525,S,0.0,
510.0,3.0,"Lang, Mr. Fang",male,26.0,0.0,0.0,56.4958,S,1.0,
511.0,3.0,"Daly, Mr. Eugene Patrick",male,29.0,0.0,0.0,7.75,Q,1.0,
512.0,3.0,"Webber, Mr. James",male,,0.0,,8.05,S,0.0,
513.0,1.0,"McGough, Mr. James Robert",male,36.0,0.0,0.0,26.2875,S,1.0,E25
514.0,1.0,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,54.0,1.0,0.0,59.4,C,1.0,
515.0,3.0,"Coleff, Mr. Satio",male,24.0,0.0,0.0,7.4958,S,0.0,
516.0,1.0,"Walker, Mr. William Anderson",male,47.0,0.0,0.0,34.0208,S,0.0,D46
517.0,2.0,"Lemore, Mrs. (Amelia Milley)",female,34.0,0.0,0.0,10.5,S,1.0,F33
518.0,3.0,"Ryan, Mr. Patrick",male,,0.0,0.0,24.15,Q,0.0,
519.0,2.0,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,36.0,1.0,0.0,26.0,S,1.0,
520.0,3.0,"Pavlovic, Mr. Stefo",male,32.0,0.0,0.0,7.8958,S,0.0,
521.0,1.0,"Perreault, Miss. Anne",female,30.0,0.0,0.0,93.5,S,1.0,B73
522.0,3.0,"Vovk, Mr. Janko",male,22.0,0.0,0.0,7.8958,S,0.0,
523.0,3.0,"Lahoud, Mr. Sarkis",male,,0.0,0.0,7.225,C,0.0,
524.0,1.0,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",female,44.0,0.0,1.0,57.9792,C,1.0,B18
525.0,3.0,"Kassem, Mr. Fared",male,,0.0,0.0,7.2292,C,0.0,
526.0,3.0,"Farrell, Mr. James",male,40.5,0.0,0.0,7.75,Q,0.0,
527.0,2.0,"Ridsdale, Miss. Lucy",female,50.0,0.0,0.0,10.5,S,1.0,
528.0,1.0,"Farthing, Mr. John",male,,0.0,0.0,221.7792,S,0.0,C95
529.0,3.0,"Salonen, Mr. Johan Werner",male,39.0,0.0,0.0,7.925,S,0.0,
530.0,2.0,"Hocking, Mr. Richard George",male,23.0,2.0,1.0,11.5,S,0.0,
531.0,2.0,"Quick, Miss. Phyllis May",female,2.0,1.0,1.0,26.0,S,1.0,
532.0,3.0,"Toufik, Mr. Nakli",male,,0.0,0.0,7.2292,C,0.0,
533.0,3.0,"Elias, Mr. Joseph Jr",male,17.0,1.0,1.0,7.2292,C,0.0,
534.0,3.0,"Peter, Mrs. Catherine (Catherine Rizk)",female,,0.0,2.0,22.3583,C,1.0,
535.0,3.0,"Cacic, Miss. Marija",female,30.0,0.0,0.0,8.6625,S,0.0,
536.0,2.0,"Hart, Miss. Eva Miriam",female,7.0,0.0,2.0,26.25,S,1.0,
537.0,1.0,"Butt, Major. Archibald Willingham",male,45.0,0.0,0.0,26.55,S,0.0,B38
